"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         186,      -7.250946346,      -6.580304153,       -7.61854984,      -7.787944502,      -6.652666812,      -9.539831705
          0,           0,         187,      -7.253384296,      -6.582388777,       -7.62477851,      -7.798886374,      -6.655145379,        -9.5397651
          0,           0,         188,      -7.256186633,      -6.584520908,      -7.630814529,      -7.809496784,      -6.657978337,      -9.539707409
          0,           0,         189,      -7.259311861,       -6.58669246,      -7.636662104,      -7.819739887,      -6.661128421,      -9.539659766
          0,           0,         190,      -7.262706575,      -6.588893712,      -7.642339504,      -7.829625224,      -6.664546531,      -9.539623147
          0,           0,         191,      -7.266307756,       -6.59111381,      -7.647876701,      -7.839205765,      -6.668173291,      -9.539598398
          0,           0,         192,      -7.270045457,      -6.593341176,      -7.653311373,      -7.848569291,      -6.671941166,      -9.539586179
          0,           0,         193,       -7.27384404,      -6.595564017,       -7.65868344,       -7.85782025,      -6.675775074,      -9.539586891
          0,           0,         194,      -7.277630438,      -6.597770817,      -7.664031288,      -7.867083199,      -6.679601415,      -9.539600717
          0,           0,         195,      -7.281333377,      -6.599950708,       -7.66938634,      -7.876456851,      -6.683346493,      -9.539627621
          0,           0,         196,      -7.284886845,      -6.602093979,      -7.674770489,      -7.886015686,      -6.686940667,      -9.539667547
          0,           0,         197,      -7.288233339,      -6.604192224,      -7.680194369,      -7.895805006,      -6.690322326,      -9.539719945
          0,           0,         198,      -7.291326367,      -6.606238896,       -7.68565725,      -7.905835163,      -6.693440973,      -9.539784404
          0,           0,         199,      -7.294132064,       -6.60822932,      -7.691148333,       -7.91608094,      -6.696259432,       -9.53986024
          0,           0,         200,      -7.296630039,      -6.610160814,      -7.696649353,      -7.926486511,      -6.698755171,      -9.539946548
          0,           0,         201,      -7.298813448,      -6.612032729,       -7.70213753,       -7.93697437,      -6.700920687,      -9.540042353
          0,           0,         202,      -7.300688352,      -6.613846382,      -7.707589152,      -7.947457079,      -6.702762937,      -9.540146809
